Transaction,Item,period_day,weekday_weekend,Hour,Day,Month,Tanggal,JamMenit
2280,0,0.0,0,10,1,6,2016-11-29,10:53
2281,1,0.0,0,10,1,6,2016-11-29,10:59
2281,0,0.0,0,10,1,6,2016-11-29,10:59
2281,1,0.0,0,10,1,6,2016-11-29,10:59
2282,0,0.0,0,11,1,6,2016-11-29,11:02
2283,0,0.0,0,11,1,6,2016-11-29,11:03
2284,13,0.0,0,11,1,6,2016-11-29,11:26
2284,20,0.0,0,11,1,6,2016-11-29,11:26
2285,0,0.0,0,11,1,6,2016-11-29,11:26
2286,2,0.0,0,11,1,6,2016-11-29,11:29
2287,0,0.0,0,11,1,6,2016-11-29,11:34
2287,10,0.0,0,11,1,6,2016-11-29,11:34
2288,1,0.0,0,11,1,6,2016-11-29,11:39
2289,1,0.0,0,11,1,6,2016-11-29,11:41
2289,13,0.0,0,11,1,6,2016-11-29,11:41
2290,2,0.0,0,11,1,6,2016-11-29,11:52
2291,6,1.0,0,12,1,6,2016-11-29,12:00
2291,0,1.0,0,12,1,6,2016-11-29,12:00
2294,2,1.0,0,12,1,6,2016-11-29,12:21
2295,2,1.0,0,12,1,6,2016-11-29,12:22
2295,5,1.0,0,12,1,6,2016-11-29,12:22
2296,0,1.0,0,12,1,6,2016-11-29,12:25
2296,3,1.0,0,12,1,6,2016-11-29,12:25
2297,0,1.0,0,12,1,6,2016-11-29,12:27
2297,3,1.0,0,12,1,6,2016-11-29,12:27
2297,10,1.0,0,12,1,6,2016-11-29,12:27
2298,8,1.0,0,12,1,6,2016-11-29,12:29
2300,2,1.0,0,12,1,6,2016-11-29,12:41
2301,5,1.0,0,13,1,6,2016-11-29,13:00
2302,20,1.0,0,13,1,6,2016-11-29,13:06
2303,3,1.0,0,13,1,6,2016-11-29,13:39
2303,5,1.0,0,13,1,6,2016-11-29,13:39
2304,0,1.0,0,13,1,6,2016-11-29,13:50
2304,7,1.0,0,13,1,6,2016-11-29,13:50
2304,3,1.0,0,13,1,6,2016-11-29,13:50
2304,1,1.0,0,13,1,6,2016-11-29,13:50
2305,2,1.0,0,14,1,6,2016-11-29,14:00
2305,2,1.0,0,14,1,6,2016-11-29,14:00
2305,10,1.0,0,14,1,6,2016-11-29,14:00
2307,0,1.0,0,15,1,6,2016-11-29,15:13
2307,2,1.0,0,15,1,6,2016-11-29,15:13
2307,1,1.0,0,15,1,6,2016-11-29,15:13
2307,16,1.0,0,15,1,6,2016-11-29,15:13
2307,92,1.0,0,15,1,6,2016-11-29,15:13
2308,11,1.0,0,15,1,6,2016-11-29,15:33
2308,2,1.0,0,15,1,6,2016-11-29,15:33
2308,8,1.0,0,15,1,6,2016-11-29,15:33
2309,0,1.0,0,15,1,6,2016-11-29,15:34
2309,1,1.0,0,15,1,6,2016-11-29,15:34
2309,3,1.0,0,15,1,6,2016-11-29,15:34
2310,30,1.0,0,15,1,6,2016-11-29,15:44
2311,33,1.0,0,15,1,6,2016-11-29,15:45
2311,4,1.0,0,15,1,6,2016-11-29,15:45
2312,19,1.0,0,15,1,6,2016-11-29,15:49
2313,33,1.0,0,16,1,6,2016-11-29,16:02
2313,0,1.0,0,16,1,6,2016-11-29,16:02
2314,1,2.0,0,17,1,6,2016-11-29,17:24
2315,1,0.0,0,8,2,6,2016-11-30,08:09
2316,6,0.0,0,8,2,6,2016-11-30,08:29
2316,1,0.0,0,8,2,6,2016-11-30,08:29
2317,3,0.0,0,8,2,6,2016-11-30,08:36
2317,1,0.0,0,8,2,6,2016-11-30,08:36
2318,1,0.0,0,8,2,6,2016-11-30,08:36
2319,20,0.0,0,9,2,6,2016-11-30,09:47
2320,6,0.0,0,10,2,6,2016-11-30,10:19
2320,4,0.0,0,10,2,6,2016-11-30,10:19
2321,72,0.0,0,10,2,6,2016-11-30,10:41
2321,8,0.0,0,10,2,6,2016-11-30,10:41
2321,0,0.0,0,10,2,6,2016-11-30,10:41
2322,0,0.0,0,10,2,6,2016-11-30,10:47
2322,0,0.0,0,10,2,6,2016-11-30,10:47
2323,0,0.0,0,10,2,6,2016-11-30,10:53
2323,2,0.0,0,10,2,6,2016-11-30,10:53
2323,7,0.0,0,10,2,6,2016-11-30,10:53
2324,17,0.0,0,11,2,6,2016-11-30,11:04
2325,0,0.0,0,11,2,6,2016-11-30,11:05
2325,72,0.0,0,11,2,6,2016-11-30,11:05
2326,0,0.0,0,11,2,6,2016-11-30,11:06
2327,20,0.0,0,11,2,6,2016-11-30,11:06
2328,2,0.0,0,11,2,6,2016-11-30,11:09
2328,2,0.0,0,11,2,6,2016-11-30,11:09
2329,1,0.0,0,11,2,6,2016-11-30,11:14
2329,6,0.0,0,11,2,6,2016-11-30,11:14
2330,4,0.0,0,11,2,6,2016-11-30,11:17
2330,1,0.0,0,11,2,6,2016-11-30,11:17
2331,0,0.0,0,11,2,6,2016-11-30,11:18
2331,4,0.0,0,11,2,6,2016-11-30,11:18
2332,0,0.0,0,11,2,6,2016-11-30,11:21
2332,72,0.0,0,11,2,6,2016-11-30,11:21
2333,0,0.0,0,11,2,6,2016-11-30,11:21
2334,1,0.0,0,11,2,6,2016-11-30,11:29
2335,1,0.0,0,11,2,6,2016-11-30,11:37
2335,8,0.0,0,11,2,6,2016-11-30,11:37
2337,0,0.0,0,11,2,6,2016-11-30,11:38
2338,1,0.0,0,11,2,6,2016-11-30,11:48
2339,72,0.0,0,11,2,6,2016-11-30,11:56
2339,0,0.0,0,11,2,6,2016-11-30,11:56
2339,16,0.0,0,11,2,6,2016-11-30,11:56
2339,92,0.0,0,11,2,6,2016-11-30,11:56
2340,2,1.0,0,12,2,6,2016-11-30,12:08
2340,7,1.0,0,12,2,6,2016-11-30,12:08
2340,72,1.0,0,12,2,6,2016-11-30,12:08
2340,0,1.0,0,12,2,6,2016-11-30,12:08
2340,50,1.0,0,12,2,6,2016-11-30,12:08
2341,0,1.0,0,12,2,6,2016-11-30,12:12
2342,0,1.0,0,12,2,6,2016-11-30,12:17
2342,3,1.0,0,12,2,6,2016-11-30,12:17
2343,1,1.0,0,12,2,6,2016-11-30,12:26
2343,1,1.0,0,12,2,6,2016-11-30,12:26
2343,71,1.0,0,12,2,6,2016-11-30,12:26
2344,10,1.0,0,12,2,6,2016-11-30,12:29
2344,17,1.0,0,12,2,6,2016-11-30,12:29
2346,0,1.0,0,12,2,6,2016-11-30,12:41
2346,0,1.0,0,12,2,6,2016-11-30,12:41
2346,71,1.0,0,12,2,6,2016-11-30,12:41
2346,8,1.0,0,12,2,6,2016-11-30,12:41
2347,0,1.0,0,13,2,6,2016-11-30,13:29
2347,3,1.0,0,13,2,6,2016-11-30,13:29
2347,1,1.0,0,13,2,6,2016-11-30,13:29
2348,1,1.0,0,13,2,6,2016-11-30,13:31
2348,10,1.0,0,13,2,6,2016-11-30,13:31
2348,8,1.0,0,13,2,6,2016-11-30,13:31
2350,1,1.0,0,13,2,6,2016-11-30,13:50
2351,2,1.0,0,14,2,6,2016-11-30,14:10
2352,7,1.0,0,14,2,6,2016-11-30,14:33
2352,1,1.0,0,14,2,6,2016-11-30,14:33
2352,19,1.0,0,14,2,6,2016-11-30,14:33
2353,2,1.0,0,14,2,6,2016-11-30,14:37
2354,10,1.0,0,14,2,6,2016-11-30,14:50
2355,5,1.0,0,15,2,6,2016-11-30,15:15
2355,38,1.0,0,15,2,6,2016-11-30,15:15
2355,1,1.0,0,15,2,6,2016-11-30,15:15
2355,0,1.0,0,15,2,6,2016-11-30,15:15
2355,19,1.0,0,15,2,6,2016-11-30,15:15
2355,1,1.0,0,15,2,6,2016-11-30,15:15
2356,5,1.0,0,15,2,6,2016-11-30,15:16
2356,19,1.0,0,15,2,6,2016-11-30,15:16
2357,0,1.0,0,15,2,6,2016-11-30,15:40
2358,0,1.0,0,15,2,6,2016-11-30,15:42
2358,0,1.0,0,15,2,6,2016-11-30,15:42
2358,10,1.0,0,15,2,6,2016-11-30,15:42
2359,0,1.0,0,15,2,6,2016-11-30,15:43
2359,33,1.0,0,15,2,6,2016-11-30,15:43
2360,0,1.0,0,15,2,6,2016-11-30,15:46
2360,1,1.0,0,15,2,6,2016-11-30,15:46
2361,7,1.0,0,15,2,6,2016-11-30,15:50
2361,8,1.0,0,15,2,6,2016-11-30,15:50
2361,7,1.0,0,15,2,6,2016-11-30,15:50
2362,2,1.0,0,16,2,6,2016-11-30,16:01
2363,1,1.0,0,16,2,6,2016-11-30,16:06
2363,7,1.0,0,16,2,6,2016-11-30,16:06
2364,7,1.0,0,16,2,6,2016-11-30,16:32
2364,16,1.0,0,16,2,6,2016-11-30,16:32
2365,0,1.0,0,16,2,6,2016-11-30,16:43
2366,0,1.0,0,16,2,6,2016-11-30,16:44
2366,33,1.0,0,16,2,6,2016-11-30,16:44
2367,33,1.0,0,16,2,6,2016-11-30,16:48
2367,1,1.0,0,16,2,6,2016-11-30,16:48
2367,1,1.0,0,16,2,6,2016-11-30,16:48
2368,1,0.0,0,8,3,7,2016-12-01,08:41
2369,1,0.0,0,9,3,7,2016-12-01,09:09
2369,4,0.0,0,9,3,7,2016-12-01,09:09
2369,92,0.0,0,9,3,7,2016-12-01,09:09
2370,7,0.0,0,9,3,7,2016-12-01,09:10
2371,0,0.0,0,9,3,7,2016-12-01,09:47
2371,7,0.0,0,9,3,7,2016-12-01,09:47
2371,4,0.0,0,9,3,7,2016-12-01,09:47
2371,1,0.0,0,9,3,7,2016-12-01,09:47
2372,4,0.0,0,10,3,7,2016-12-01,10:13
2372,0,0.0,0,10,3,7,2016-12-01,10:13
2373,1,0.0,0,10,3,7,2016-12-01,10:40
2373,2,0.0,0,10,3,7,2016-12-01,10:40
2373,10,0.0,0,10,3,7,2016-12-01,10:40
2373,4,0.0,0,10,3,7,2016-12-01,10:40
2374,1,0.0,0,10,3,7,2016-12-01,10:46
2374,0,0.0,0,10,3,7,2016-12-01,10:46
2374,0,0.0,0,10,3,7,2016-12-01,10:46
2375,0,0.0,0,10,3,7,2016-12-01,10:48
2375,4,0.0,0,10,3,7,2016-12-01,10:48
2376,2,0.0,0,10,3,7,2016-12-01,10:49
2377,2,0.0,0,10,3,7,2016-12-01,10:53
2378,2,0.0,0,10,3,7,2016-12-01,10:54
2378,85,0.0,0,10,3,7,2016-12-01,10:54
2379,0,0.0,0,11,3,7,2016-12-01,11:04
2380,6,0.0,0,11,3,7,2016-12-01,11:13
2381,20,0.0,0,11,3,7,2016-12-01,11:22
2382,1,0.0,0,11,3,7,2016-12-01,11:32
2383,0,0.0,0,11,3,7,2016-12-01,11:44
2383,0,0.0,0,11,3,7,2016-12-01,11:44
2384,20,0.0,0,11,3,7,2016-12-01,11:45
2385,1,1.0,0,12,3,7,2016-12-01,12:05
2385,0,1.0,0,12,3,7,2016-12-01,12:05
2385,4,1.0,0,12,3,7,2016-12-01,12:05
2385,72,1.0,0,12,3,7,2016-12-01,12:05
2386,1,1.0,0,12,3,7,2016-12-01,12:06
2386,0,1.0,0,12,3,7,2016-12-01,12:06
2387,70,1.0,0,12,3,7,2016-12-01,12:10
2388,1,1.0,0,12,3,7,2016-12-01,12:23
2389,16,1.0,0,12,3,7,2016-12-01,12:38
2390,13,1.0,0,12,3,7,2016-12-01,12:50
2391,1,1.0,0,13,3,7,2016-12-01,13:08
2391,19,1.0,0,13,3,7,2016-12-01,13:08
2391,1,1.0,0,13,3,7,2016-12-01,13:08
2392,5,1.0,0,13,3,7,2016-12-01,13:11
2392,30,1.0,0,13,3,7,2016-12-01,13:11
2392,11,1.0,0,13,3,7,2016-12-01,13:11
2392,0,1.0,0,13,3,7,2016-12-01,13:11
2393,20,1.0,0,13,3,7,2016-12-01,13:16
2395,1,1.0,0,13,3,7,2016-12-01,13:39
2396,0,1.0,0,13,3,7,2016-12-01,13:45
2396,6,1.0,0,13,3,7,2016-12-01,13:45
2397,4,1.0,0,13,3,7,2016-12-01,13:54
2397,1,1.0,0,13,3,7,2016-12-01,13:54
2397,0,1.0,0,13,3,7,2016-12-01,13:54
2398,5,1.0,0,13,3,7,2016-12-01,13:56
2398,0,1.0,0,13,3,7,2016-12-01,13:56
2399,1,1.0,0,14,3,7,2016-12-01,14:00
2400,10,1.0,0,14,3,7,2016-12-01,14:05
2400,1,1.0,0,14,3,7,2016-12-01,14:05
2401,0,1.0,0,14,3,7,2016-12-01,14:09
2402,0,1.0,0,14,3,7,2016-12-01,14:25
2402,10,1.0,0,14,3,7,2016-12-01,14:25
2403,0,1.0,0,14,3,7,2016-12-01,14:26
2404,16,1.0,0,14,3,7,2016-12-01,14:29
2404,83,1.0,0,14,3,7,2016-12-01,14:29
2406,1,1.0,0,14,3,7,2016-12-01,14:32
2407,0,1.0,0,14,3,7,2016-12-01,14:40
2407,4,1.0,0,14,3,7,2016-12-01,14:40
2407,1,1.0,0,14,3,7,2016-12-01,14:40
2408,0,1.0,0,14,3,7,2016-12-01,14:54
2408,3,1.0,0,14,3,7,2016-12-01,14:54
2409,0,1.0,0,14,3,7,2016-12-01,14:57
2410,1,1.0,0,15,3,7,2016-12-01,15:07
2412,2,1.0,0,15,3,7,2016-12-01,15:25
2413,0,1.0,0,15,3,7,2016-12-01,15:41
2414,7,1.0,0,16,3,7,2016-12-01,16:04
2414,0,1.0,0,16,3,7,2016-12-01,16:04
2414,3,1.0,0,16,3,7,2016-12-01,16:04
2415,2,1.0,0,16,3,7,2016-12-01,16:26
2415,1,1.0,0,16,3,7,2016-12-01,16:26
2416,3,2.0,0,17,3,7,2016-12-01,17:30
2417,6,2.0,0,17,3,7,2016-12-01,17:35
2418,0,0.0,0,8,4,7,2016-12-02,08:17
2418,4,0.0,0,8,4,7,2016-12-02,08:17
2419,0,0.0,0,8,4,7,2016-12-02,08:28
2420,0,0.0,0,8,4,7,2016-12-02,08:31
2421,1,0.0,0,8,4,7,2016-12-02,08:36
2422,0,0.0,0,8,4,7,2016-12-02,08:54
2422,3,0.0,0,8,4,7,2016-12-02,08:54
2423,1,0.0,0,8,4,7,2016-12-02,08:59
2424,0,0.0,0,9,4,7,2016-12-02,09:08
2425,0,0.0,0,9,4,7,2016-12-02,09:10
2426,2,0.0,0,9,4,7,2016-12-02,09:11
2427,72,0.0,0,9,4,7,2016-12-02,09:16
2427,0,0.0,0,9,4,7,2016-12-02,09:16
2428,5,0.0,0,9,4,7,2016-12-02,09:19
2428,2,0.0,0,9,4,7,2016-12-02,09:19
2429,0,0.0,0,9,4,7,2016-12-02,09:20
2430,0,0.0,0,9,4,7,2016-12-02,09:22
2430,0,0.0,0,9,4,7,2016-12-02,09:22
2431,0,0.0,0,9,4,7,2016-12-02,09:24
2432,1,0.0,0,9,4,7,2016-12-02,09:30
2433,2,0.0,0,9,4,7,2016-12-02,09:42
2433,1,0.0,0,9,4,7,2016-12-02,09:42
2434,4,0.0,0,9,4,7,2016-12-02,09:43
2434,0,0.0,0,9,4,7,2016-12-02,09:43
2435,0,0.0,0,9,4,7,2016-12-02,09:59
2435,1,0.0,0,9,4,7,2016-12-02,09:59
2435,4,0.0,0,9,4,7,2016-12-02,09:59
2436,0,0.0,0,10,4,7,2016-12-02,10:18
2436,6,0.0,0,10,4,7,2016-12-02,10:18
2437,2,0.0,0,10,4,7,2016-12-02,10:25
2437,0,0.0,0,10,4,7,2016-12-02,10:25
2438,1,0.0,0,10,4,7,2016-12-02,10:35
2439,0,0.0,0,10,4,7,2016-12-02,10:36
2440,0,0.0,0,10,4,7,2016-12-02,10:38
2440,0,0.0,0,10,4,7,2016-12-02,10:38
2440,6,0.0,0,10,4,7,2016-12-02,10:38
2440,4,0.0,0,10,4,7,2016-12-02,10:38
2440,8,0.0,0,10,4,7,2016-12-02,10:38
2441,1,0.0,0,10,4,7,2016-12-02,10:41
2441,3,0.0,0,10,4,7,2016-12-02,10:41
2442,1,0.0,0,11,4,7,2016-12-02,11:00
2442,0,0.0,0,11,4,7,2016-12-02,11:00
2443,1,0.0,0,11,4,7,2016-12-02,11:04
2444,0,0.0,0,11,4,7,2016-12-02,11:14
2445,43,0.0,0,11,4,7,2016-12-02,11:22
2446,7,0.0,0,11,4,7,2016-12-02,11:25
2446,7,0.0,0,11,4,7,2016-12-02,11:25
2447,16,0.0,0,11,4,7,2016-12-02,11:32
2447,13,0.0,0,11,4,7,2016-12-02,11:32
2448,6,1.0,0,12,4,7,2016-12-02,12:05
2448,0,1.0,0,12,4,7,2016-12-02,12:05
2449,0,1.0,0,12,4,7,2016-12-02,12:24
2449,4,1.0,0,12,4,7,2016-12-02,12:24
2450,0,1.0,0,12,4,7,2016-12-02,12:37
2450,6,1.0,0,12,4,7,2016-12-02,12:37
2450,3,1.0,0,12,4,7,2016-12-02,12:37
2451,5,1.0,0,12,4,7,2016-12-02,12:52
2451,20,1.0,0,12,4,7,2016-12-02,12:52
2451,16,1.0,0,12,4,7,2016-12-02,12:52
2452,5,1.0,0,12,4,7,2016-12-02,12:59
2452,80,1.0,0,12,4,7,2016-12-02,12:59
2453,5,1.0,0,13,4,7,2016-12-02,13:01
2453,1,1.0,0,13,4,7,2016-12-02,13:01
2454,5,1.0,0,13,4,7,2016-12-02,13:02
2457,0,1.0,0,13,4,7,2016-12-02,13:06
2458,5,1.0,0,13,4,7,2016-12-02,13:18
2458,5,1.0,0,13,4,7,2016-12-02,13:18
2458,1,1.0,0,13,4,7,2016-12-02,13:18
2459,5,1.0,0,13,4,7,2016-12-02,13:21
2459,30,1.0,0,13,4,7,2016-12-02,13:21
2460,5,1.0,0,13,4,7,2016-12-02,13:22
2460,30,1.0,0,13,4,7,2016-12-02,13:22
2461,5,1.0,0,13,4,7,2016-12-02,13:24
2462,5,1.0,0,13,4,7,2016-12-02,13:35
2462,80,1.0,0,13,4,7,2016-12-02,13:35
2463,7,1.0,0,13,4,7,2016-12-02,13:37
2464,0,1.0,0,13,4,7,2016-12-02,13:40
2464,10,1.0,0,13,4,7,2016-12-02,13:40
2466,1,1.0,0,13,4,7,2016-12-02,13:57
2467,1,1.0,0,14,4,7,2016-12-02,14:01
2468,1,1.0,0,14,4,7,2016-12-02,14:05
2469,0,1.0,0,14,4,7,2016-12-02,14:08
2469,19,1.0,0,14,4,7,2016-12-02,14:08
2470,1,1.0,0,14,4,7,2016-12-02,14:30
2470,5,1.0,0,14,4,7,2016-12-02,14:30
2471,1,1.0,0,14,4,7,2016-12-02,14:45
2471,80,1.0,0,14,4,7,2016-12-02,14:45
2472,0,1.0,0,14,4,7,2016-12-02,14:47
2472,6,1.0,0,14,4,7,2016-12-02,14:47
2473,3,1.0,0,14,4,7,2016-12-02,14:48
2474,14,1.0,0,15,4,7,2016-12-02,15:26
2475,3,1.0,0,15,4,7,2016-12-02,15:33
2475,0,1.0,0,15,4,7,2016-12-02,15:33
2476,80,1.0,0,15,4,7,2016-12-02,15:42
2477,80,1.0,0,15,4,7,2016-12-02,15:52
2477,7,1.0,0,15,4,7,2016-12-02,15:52
2477,38,1.0,0,15,4,7,2016-12-02,15:52
2477,8,1.0,0,15,4,7,2016-12-02,15:52
2478,0,1.0,0,15,4,7,2016-12-02,15:55
2478,2,1.0,0,15,4,7,2016-12-02,15:55
2478,80,1.0,0,15,4,7,2016-12-02,15:55
2479,1,1.0,0,15,4,7,2016-12-02,15:55
2481,0,1.0,0,16,4,7,2016-12-02,16:51
2482,1,2.0,0,18,4,7,2016-12-02,18:09
2486,92,0.0,1,8,5,7,2016-12-03,08:30
2486,1,0.0,1,8,5,7,2016-12-03,08:30
2486,13,0.0,1,8,5,7,2016-12-03,08:30
2487,1,0.0,1,9,5,7,2016-12-03,09:14
2487,1,0.0,1,9,5,7,2016-12-03,09:14
2487,13,0.0,1,9,5,7,2016-12-03,09:14
2488,0,0.0,1,9,5,7,2016-12-03,09:33
2488,6,0.0,1,9,5,7,2016-12-03,09:33
2489,4,0.0,1,9,5,7,2016-12-03,09:35
2489,1,0.0,1,9,5,7,2016-12-03,09:35
2490,1,0.0,1,9,5,7,2016-12-03,09:39
2491,20,0.0,1,9,5,7,2016-12-03,09:43
2492,80,0.0,1,9,5,7,2016-12-03,09:45
2492,7,0.0,1,9,5,7,2016-12-03,09:45
2492,0,0.0,1,9,5,7,2016-12-03,09:45
2492,0,0.0,1,9,5,7,2016-12-03,09:45
2493,20,0.0,1,9,5,7,2016-12-03,09:54
2493,4,0.0,1,9,5,7,2016-12-03,09:54
2493,6,0.0,1,9,5,7,2016-12-03,09:54
2493,7,0.0,1,9,5,7,2016-12-03,09:54
2493,0,0.0,1,9,5,7,2016-12-03,09:54
2494,1,0.0,1,9,5,7,2016-12-03,09:57
2495,1,0.0,1,10,5,7,2016-12-03,10:01
2495,1,0.0,1,10,5,7,2016-12-03,10:01
2495,0,0.0,1,10,5,7,2016-12-03,10:01
2496,0,0.0,1,10,5,7,2016-12-03,10:03
2496,13,0.0,1,10,5,7,2016-12-03,10:03
2497,1,0.0,1,10,5,7,2016-12-03,10:06
2498,0,0.0,1,10,5,7,2016-12-03,10:07
2498,6,0.0,1,10,5,7,2016-12-03,10:07
2498,4,0.0,1,10,5,7,2016-12-03,10:07
2499,1,0.0,1,10,5,7,2016-12-03,10:08
2499,13,0.0,1,10,5,7,2016-12-03,10:08
2500,0,0.0,1,10,5,7,2016-12-03,10:10
2500,80,0.0,1,10,5,7,2016-12-03,10:10
2501,0,0.0,1,10,5,7,2016-12-03,10:12
2502,1,0.0,1,10,5,7,2016-12-03,10:18
2503,1,0.0,1,10,5,7,2016-12-03,10:38
2503,4,0.0,1,10,5,7,2016-12-03,10:38
2504,0,0.0,1,10,5,7,2016-12-03,10:45
2504,1,0.0,1,10,5,7,2016-12-03,10:45
2505,1,0.0,1,10,5,7,2016-12-03,10:49
2506,1,0.0,1,10,5,7,2016-12-03,10:53
2507,0,0.0,1,10,5,7,2016-12-03,10:58
2508,0,0.0,1,11,5,7,2016-12-03,11:03
2508,80,0.0,1,11,5,7,2016-12-03,11:03
2509,3,0.0,1,11,5,7,2016-12-03,11:04
2510,0,0.0,1,11,5,7,2016-12-03,11:05
2511,1,0.0,1,11,5,7,2016-12-03,11:08
2511,16,0.0,1,11,5,7,2016-12-03,11:08
2512,6,0.0,1,11,5,7,2016-12-03,11:16
2512,1,0.0,1,11,5,7,2016-12-03,11:16
2512,20,0.0,1,11,5,7,2016-12-03,11:16
2513,10,0.0,1,11,5,7,2016-12-03,11:18
2513,80,0.0,1,11,5,7,2016-12-03,11:18
2514,0,0.0,1,11,5,7,2016-12-03,11:20
2515,0,0.0,1,11,5,7,2016-12-03,11:21
2515,19,0.0,1,11,5,7,2016-12-03,11:21
2515,80,0.0,1,11,5,7,2016-12-03,11:21
2516,0,0.0,1,11,5,7,2016-12-03,11:22
2517,2,0.0,1,11,5,7,2016-12-03,11:23
2517,80,0.0,1,11,5,7,2016-12-03,11:23
2518,11,0.0,1,11,5,7,2016-12-03,11:27
2518,2,0.0,1,11,5,7,2016-12-03,11:27
2518,3,0.0,1,11,5,7,2016-12-03,11:27
2519,0,0.0,1,11,5,7,2016-12-03,11:30
2519,15,0.0,1,11,5,7,2016-12-03,11:30
2519,16,0.0,1,11,5,7,2016-12-03,11:30
2519,92,0.0,1,11,5,7,2016-12-03,11:30
2520,1,0.0,1,11,5,7,2016-12-03,11:31
2521,0,0.0,1,11,5,7,2016-12-03,11:38
2521,6,0.0,1,11,5,7,2016-12-03,11:38
2522,2,0.0,1,11,5,7,2016-12-03,11:41
2522,1,0.0,1,11,5,7,2016-12-03,11:41
2522,1,0.0,1,11,5,7,2016-12-03,11:41
2523,30,0.0,1,11,5,7,2016-12-03,11:45
2524,0,0.0,1,11,5,7,2016-12-03,11:50
2524,6,0.0,1,11,5,7,2016-12-03,11:50
2525,1,0.0,1,11,5,7,2016-12-03,11:58
2526,14,1.0,1,12,5,7,2016-12-03,12:24
2526,1,1.0,1,12,5,7,2016-12-03,12:24
2527,0,1.0,1,12,5,7,2016-12-03,12:34
2527,1,1.0,1,12,5,7,2016-12-03,12:34
2527,2,1.0,1,12,5,7,2016-12-03,12:34
2527,4,1.0,1,12,5,7,2016-12-03,12:34
2527,3,1.0,1,12,5,7,2016-12-03,12:34
2528,5,1.0,1,12,5,7,2016-12-03,12:43
2529,7,1.0,1,12,5,7,2016-12-03,12:45
2530,0,1.0,1,12,5,7,2016-12-03,12:47
2530,5,1.0,1,12,5,7,2016-12-03,12:47
2530,5,1.0,1,12,5,7,2016-12-03,12:47
2532,5,1.0,1,12,5,7,2016-12-03,12:50
2532,2,1.0,1,12,5,7,2016-12-03,12:50
2532,0,1.0,1,12,5,7,2016-12-03,12:50
2533,0,1.0,1,12,5,7,2016-12-03,12:55
2533,80,1.0,1,12,5,7,2016-12-03,12:55
2534,3,1.0,1,12,5,7,2016-12-03,12:56
2535,1,1.0,1,13,5,7,2016-12-03,13:10
2535,8,1.0,1,13,5,7,2016-12-03,13:10
2536,0,1.0,1,13,5,7,2016-12-03,13:17
2536,5,1.0,1,13,5,7,2016-12-03,13:17
2537,3,1.0,1,13,5,7,2016-12-03,13:18
2537,80,1.0,1,13,5,7,2016-12-03,13:18
2537,0,1.0,1,13,5,7,2016-12-03,13:18
2538,38,1.0,1,13,5,7,2016-12-03,13:21
2538,1,1.0,1,13,5,7,2016-12-03,13:21
2539,0,1.0,1,13,5,7,2016-12-03,13:26
2539,1,1.0,1,13,5,7,2016-12-03,13:26
2540,10,1.0,1,13,5,7,2016-12-03,13:28
2540,3,1.0,1,13,5,7,2016-12-03,13:28
2540,80,1.0,1,13,5,7,2016-12-03,13:28
2541,2,1.0,1,13,5,7,2016-12-03,13:38
2541,80,1.0,1,13,5,7,2016-12-03,13:38
2543,10,1.0,1,13,5,7,2016-12-03,13:45
2543,4,1.0,1,13,5,7,2016-12-03,13:45
2545,10,1.0,1,13,5,7,2016-12-03,13:53
2545,3,1.0,1,13,5,7,2016-12-03,13:53
2545,0,1.0,1,13,5,7,2016-12-03,13:53
2545,0,1.0,1,13,5,7,2016-12-03,13:53
2546,3,1.0,1,14,5,7,2016-12-03,14:03
2547,2,1.0,1,14,5,7,2016-12-03,14:05
2547,1,1.0,1,14,5,7,2016-12-03,14:05
2547,80,1.0,1,14,5,7,2016-12-03,14:05
2547,3,1.0,1,14,5,7,2016-12-03,14:05
2548,0,1.0,1,14,5,7,2016-12-03,14:07
2548,6,1.0,1,14,5,7,2016-12-03,14:07
2549,92,1.0,1,14,5,7,2016-12-03,14:12
2549,16,1.0,1,14,5,7,2016-12-03,14:12
2550,80,1.0,1,14,5,7,2016-12-03,14:13
2550,4,1.0,1,14,5,7,2016-12-03,14:13
2551,16,1.0,1,14,5,7,2016-12-03,14:21
2551,7,1.0,1,14,5,7,2016-12-03,14:21
2552,3,1.0,1,14,5,7,2016-12-03,14:28
2552,5,1.0,1,14,5,7,2016-12-03,14:28
2552,5,1.0,1,14,5,7,2016-12-03,14:28
2552,11,1.0,1,14,5,7,2016-12-03,14:28
2552,0,1.0,1,14,5,7,2016-12-03,14:28
2552,0,1.0,1,14,5,7,2016-12-03,14:28
2552,5,1.0,1,14,5,7,2016-12-03,14:28
2553,1,1.0,1,14,5,7,2016-12-03,14:29
2554,11,1.0,1,14,5,7,2016-12-03,14:34
2554,0,1.0,1,14,5,7,2016-12-03,14:34
2554,0,1.0,1,14,5,7,2016-12-03,14:34
2555,80,1.0,1,14,5,7,2016-12-03,14:37
2555,1,1.0,1,14,5,7,2016-12-03,14:37
2555,0,1.0,1,14,5,7,2016-12-03,14:37
2555,7,1.0,1,14,5,7,2016-12-03,14:37
2556,0,1.0,1,14,5,7,2016-12-03,14:41
2556,80,1.0,1,14,5,7,2016-12-03,14:41
2556,10,1.0,1,14,5,7,2016-12-03,14:41
2556,7,1.0,1,14,5,7,2016-12-03,14:41
2557,1,1.0,1,14,5,7,2016-12-03,14:47
